0xd4c286174ead0c7c64c21f2d121a7e98e25ded34,784.61923029
0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,406.482417042
0xb9a78da328e791c33ea93d084632dcacae50ab1b,110.47315411
0x16ef04260ca959c75bd8d4247874517c9cf74d12,35.651892535
0x5fdb500ba1d9b6be0c164ce609277cd968c5d45e,32.508307092
0x1a47d2dbb73f31cf49c7b2323cbce914e4b4ddb0,27.583757094
0x0556bdc524fcd2b8855eaacb1e10638b292a47a3,8.968681202
0xa8c2d5698334dcdcbbb04f25c5bc8d8301a9a660,8.190032936
0xde93a283495fa2834047b53871a8e4e09f96d841,6.497153821
0xf23f999ece302ea646509b51e6c4c19055471ab0,3.436397474
0x223c381a3aae44f7e073e66a8295dce2955e0098,3.077315281
0x0a0d752f90b7bf700e29379c7f512c87561e959a,2.563570752
0x1474ba7f53dcd016a156e64e7d40a1543df58acd,1.024710743
